name,model,num_threads,enable_coral,frame_height,frame_width,duration,cpu_avail_start,max_cpu_temp,fps
TensorFlow Lite via tflite_support w/Coral TPU,efficientdet_lite0_edgetpu.tflite,4,True,480,640,30.01789665222168,100.0,37.972,25.41816999504957
PyTorch via torchvision,fasterrcnn_mobilenet_v3_large_320_fpn,4,False,480,640,39.28011178970337,100.0,37.485,0.10183270407719495
YOLOv5 via PyTorch Hub,ultralytics/yolov5,4,False,480,640,31.947179079055786,100.0,37.972,0.25041334573557733
TensorFlow Lite via tflite_support,data/tflite/efficientdet_lite0.tflite,4,False,480,640,30.600831747055054,100.0,39.433,1.3398328626785034
TensorFlow Lite via tflite_support w/Coral TPU,data/tflite/efficientdet_lite0_edgetpu.tflite,4,True,480,640,30.137645721435547,0,39.433,4.247179795764849
TensorFlow Lite via tflite_support,efficientdet_lite0.tflite,4,False,480,640,30.144190073013306,0,39.433,3.715475510495417
TensorFlow Lite via tflite_support w/Coral TPU,efficientdet_lite0_edgetpu.tflite,4,True,480,640,30.018527269363403,0,38.459,25.317697739810445
PyTorch via torchvision,fasterrcnn_mobilenet_v3_large_320_fpn,4,False,480,640,36.807963848114014,50.0,36.511,0.10867213455505918
YOLOv5 via PyTorch Hub,ultralytics/yolov5,4,False,480,640,34.03307032585144,100.0,39.92,0.23506547964681337
TensorFlow Lite via tflite_support,data/tflite/efficientdet_lite0.tflite,4,False,480,640,30.64415693283081,100.0,39.433,1.2726732892500334
TensorFlow Lite via tflite_support w/Coral TPU,data/tflite/efficientdet_lite0_edgetpu.tflite,4,True,480,640,30.0489821434021,0,38.946,4.259711673065943
TensorFlow Lite via tflite_support,efficientdet_lite0.tflite,4,False,480,640,30.229485988616943,100.0,39.92,3.804232729703171
TensorFlow Lite via tflite_support w/Coral TPU,efficientdet_lite0_edgetpu.tflite,4,True,480,640,30.0306236743927,100.0,37.972,19.080522809408073
