name,model,num_threads,enable_coral,frame_height,frame_width,duration,cpu_avail_start,max_cpu_temp,fps
PyTorch via torchvision,fasterrcnn_mobilenet_v3_large_320_fpn,4,False,480,640,31.00555181503296,0,48.199,0.5482889032717552
YOLOv5 via PyTorch Hub,ultralytics/yolov5,4,False,480,640,32.29567241668701,0,50.634,0.4334946125093302
TensorFlow Lite via tflite_support,data/tflite/efficientdet_lite0.tflite,4,False,480,640,30.21819019317627,100.0,52.582,2.8459679236323066
TensorFlow Lite via tflite_support w/Coral TPU,data/tflite/efficientdet_lite0_edgetpu.tflite,4,True,480,640,30.18182373046875,100.0,48.199,4.472890743965104
TensorFlow Lite via tflite_support,efficientdet_lite0.tflite,4,False,480,640,30.03272247314453,0,52.582,9.056787983281378
TensorFlow Lite via tflite_support w/Coral TPU,efficientdet_lite0_edgetpu.tflite,4,True,480,640,30.021461009979248,100.0,46.738,19.186274772188316
PyTorch via torchvision,fasterrcnn_mobilenet_v3_large_320_fpn,4,False,480,640,30.206818103790283,0,48.199,0.49657663208551694
YOLOv5 via PyTorch Hub,ultralytics/yolov5,4,False,480,640,30.495825052261353,100.0,50.147,0.42628785998482155
TensorFlow Lite via tflite_support,data/tflite/efficientdet_lite0.tflite,4,False,480,640,30.181563138961792,100.0,53.069,2.816288858487662
TensorFlow Lite via tflite_support w/Coral TPU,data/tflite/efficientdet_lite0_edgetpu.tflite,4,True,480,640,30.122223138809204,100.0,48.199,4.846919808249309
TensorFlow Lite via tflite_support,efficientdet_lite0.tflite,4,False,480,640,30.082006216049194,100.0,52.095,8.942222738338659
TensorFlow Lite via tflite_support w/Coral TPU,efficientdet_lite0_edgetpu.tflite,4,True,480,640,30.002159357070923,100.0,47.225,22.965013677844365
PyTorch via torchvision,fasterrcnn_mobilenet_v3_large_320_fpn,4,False,480,640,30.138167142868042,100.0,48.199,0.4977077713085028
YOLOv5 via PyTorch Hub,ultralytics/yolov5,4,False,480,640,31.257025718688965,100.0,49.66,0.4478993019361156
TensorFlow Lite via tflite_support,data/tflite/efficientdet_lite0.tflite,4,False,480,640,30.038769721984863,100.0,53.556,2.896257097251429
TensorFlow Lite via tflite_support w/Coral TPU,data/tflite/efficientdet_lite0_edgetpu.tflite,4,True,480,640,30.10563063621521,100.0,49.173,4.816374775606726
TensorFlow Lite via tflite_support,efficientdet_lite0.tflite,4,False,480,640,30.092092275619507,100.0,52.095,8.507218363390777
TensorFlow Lite via tflite_support w/Coral TPU,efficientdet_lite0_edgetpu.tflite,4,True,480,640,30.019697189331055,100.0,47.712,21.985564872205398
PyTorch via torchvision,fasterrcnn_mobilenet_v3_large_320_fpn,4,False,480,640,30.212723970413208,100.0,48.686,0.4964795632028823
YOLOv5 via PyTorch Hub,ultralytics/yolov5,4,False,480,640,30.244852304458618,100.0,49.66,0.4298252102253967
TensorFlow Lite via tflite_support,data/tflite/efficientdet_lite0.tflite,4,False,480,640,30.278842449188232,0,53.069,2.8402670988601693
TensorFlow Lite via tflite_support w/Coral TPU,data/tflite/efficientdet_lite0_edgetpu.tflite,4,True,480,640,30.032705307006836,100.0,48.686,4.8946639504268665
TensorFlow Lite via tflite_support,efficientdet_lite0.tflite,4,False,480,640,30.21801495552063,50.0,53.556,8.405581914426708
TensorFlow Lite via tflite_support w/Coral TPU,efficientdet_lite0_edgetpu.tflite,4,True,480,640,30.04934859275818,100.0,45.764,16.83896735525058
PyTorch via torchvision,fasterrcnn_mobilenet_v3_large_320_fpn,4,False,480,640,30.25100040435791,100.0,48.686,0.49585137018606246
YOLOv5 via PyTorch Hub,ultralytics/yolov5,4,False,480,640,31.12158513069153,100.0,49.66,0.41771651236297863
TensorFlow Lite via tflite_support,data/tflite/efficientdet_lite0.tflite,4,False,480,640,30.27542209625244,100.0,53.069,2.807557884073943
TensorFlow Lite via tflite_support w/Coral TPU,data/tflite/efficientdet_lite0_edgetpu.tflite,4,True,480,640,30.132028341293335,100.0,48.686,4.878529859821923
TensorFlow Lite via tflite_support,efficientdet_lite0.tflite,4,False,480,640,30.075339317321777,100.0,52.582,8.877705324715068
TensorFlow Lite via tflite_support w/Coral TPU,efficientdet_lite0_edgetpu.tflite,4,True,480,640,30.009072303771973,100.0,46.738,24.492593191813352
PyTorch via torchvision,fasterrcnn_mobilenet_v3_large_320_fpn,4,False,480,640,30.578661918640137,100.0,47.712,0.5232406847157273
YOLOv5 via PyTorch Hub,ultralytics/yolov5,4,False,480,640,31.57477879524231,100.0,48.686,0.44339186319523866
TensorFlow Lite via tflite_support,data/tflite/efficientdet_lite0.tflite,4,False,480,640,30.058727502822876,100.0,50.147,2.5949202271677954
TensorFlow Lite via tflite_support w/Coral TPU,data/tflite/efficientdet_lite0_edgetpu.tflite,4,True,480,640,30.089642763137817,100.0,45.277,5.649784589940809
