name,model,num_threads,enable_coral,frame_height,frame_width,duration,cpu_avail_start,max_cpu_temp,fps
PyTorch via torchvision,fasterrcnn_mobilenet_v3_large_320_fpn,4,False,480,640,40.35908269882202,100.0,49.173,0.07433271024486299
YOLOv5 via PyTorch Hub,ultralytics/yolov5,4,False,480,640,33.11519765853882,100.0,50.634,0.24158092252658453
TensorFlow Lite via tflite_support,data/tflite/efficientdet_lite0.tflite,4,False,480,640,30.062551259994507,0,53.069,1.9958385927093456
TensorFlow Lite via tflite_support w/Coral TPU,data/tflite/efficientdet_lite0_edgetpu.tflite,4,True,480,640,30.03844428062439,0,52.095,2.5966724265514682
TensorFlow Lite via tflite_support,efficientdet_lite0.tflite,4,False,480,640,30.1548113822937,0,52.582,4.145275472470622
TensorFlow Lite via tflite_support w/Coral TPU,efficientdet_lite0_edgetpu.tflite,4,True,480,640,30.012325286865234,100.0,52.095,16.65982209711764
PyTorch via torchvision,fasterrcnn_mobilenet_v3_large_320_fpn,4,False,480,640,35.707818269729614,100.0,51.121,0.08401521418470903
YOLOv5 via PyTorch Hub,ultralytics/yolov5,4,False,480,640,34.31622290611267,100.0,51.608,0.23312588981274446
TensorFlow Lite via tflite_support,data/tflite/efficientdet_lite0.tflite,4,False,480,640,30.074687957763672,100.0,54.043,2.427290354683641
TensorFlow Lite via tflite_support w/Coral TPU,data/tflite/efficientdet_lite0_edgetpu.tflite,4,True,480,640,30.10941767692566,100.0,54.53,2.5905515954157847
TensorFlow Lite via tflite_support,efficientdet_lite0.tflite,4,False,480,640,30.300402402877808,100.0,55.504,3.828331995649761
TensorFlow Lite via tflite_support w/Coral TPU,efficientdet_lite0_edgetpu.tflite,4,True,480,640,30.04521894454956,0,54.53,19.603784585062883
PyTorch via torchvision,fasterrcnn_mobilenet_v3_large_320_fpn,4,False,480,640,40.678062915802,0,53.556,0.07374982447442464
YOLOv5 via PyTorch Hub,ultralytics/yolov5,4,False,480,640,30.04755711555481,100.0,52.095,0.2329640300900298
TensorFlow Lite via tflite_support,data/tflite/efficientdet_lite0.tflite,4,False,480,640,30.378931045532227,100.0,55.017,1.9092179350573282
TensorFlow Lite via tflite_support w/Coral TPU,data/tflite/efficientdet_lite0_edgetpu.tflite,4,True,480,640,30.272337675094604,100.0,55.017,3.303345816014438
TensorFlow Lite via tflite_support,efficientdet_lite0.tflite,4,False,480,640,30.02208185195923,100.0,55.504,6.761689645674998
TensorFlow Lite via tflite_support w/Coral TPU,efficientdet_lite0_edgetpu.tflite,4,True,480,640,30.002496480941772,0,55.017,16.598618728822792
PyTorch via torchvision,fasterrcnn_mobilenet_v3_large_320_fpn,4,False,480,640,39.72278189659119,100.0,54.043,0.0755234114219338
YOLOv5 via PyTorch Hub,ultralytics/yolov5,4,False,480,640,32.937596797943115,100.0,53.069,0.24288353667926324
TensorFlow Lite via tflite_support,data/tflite/efficientdet_lite0.tflite,4,False,480,640,30.24944043159485,100.0,55.017,3.206670887659982
TensorFlow Lite via tflite_support w/Coral TPU,data/tflite/efficientdet_lite0_edgetpu.tflite,4,True,480,640,30.05825901031494,100.0,55.017,2.594960671981472
TensorFlow Lite via tflite_support,efficientdet_lite0.tflite,4,False,480,640,30.018244981765747,0,55.017,4.130821108140148
TensorFlow Lite via tflite_support w/Coral TPU,efficientdet_lite0_edgetpu.tflite,4,True,480,640,30.00688600540161,100.0,54.043,16.76281903791862
PyTorch via torchvision,fasterrcnn_mobilenet_v3_large_320_fpn,4,False,480,640,34.950358152389526,0,52.095,0.08583603026096294
YOLOv5 via PyTorch Hub,ultralytics/yolov5,4,False,480,640,32.83665633201599,100.0,50.147,0.24363016499338086
TensorFlow Lite via tflite_support,data/tflite/efficientdet_lite0.tflite,4,False,480,640,30.122071266174316,100.0,52.582,4.913340742480651
